Index page,"Oorspr. naam op de kaart/
Original name on the map","Tegenwoordige naam/
Present name","Soortnaam/
Category","Coördinaten/
Coordinates","Kaartvak/
Map grid square","Kaart/
Map","Pagina/
Page"
402,Ceram,Ceram/Seram/Seran,eiland/island,03S/130-30E,A2,II-1a,p. 234
402,Ceram Laut,Ceramlaoet/Seram Laut,eiland/island,03-53S/130-56E,B3,II-20,p. 316
402,Ceram Laut,Ceramlaoet/Seram Laut,eiland/island,03-53S/130-56E,A3RB,II-22,p. 320
402,Ceram Laut,Ceramlaoet/Seram Laut,eiland/island,03-53S/130-56E,A2,II-19,p. 314
402,Ceram laut,Ceramlaoet/Seram Laut,eiland/island,03-53S/130-56E,A2,II-1a,p. 234
402,"Ceram, Het Oostelykste van",Ceram/Seram/Seran,eiland/island,03S/130-30E,A/B2RB,II-22,p. 320
402,"Ceram, Het Westlijkste van",Ceram/Seram/Seran,eiland/island,03S/130-30E,B3RO,II-22,p. 320
402,"Ceram, Oost Hoek van",Ceram/Seram/Seran,eiland/island,03S/130-30E,A1,II-44,p. 384
402,Ceramlaut,Ceramlaoet/Seram Laut,eiland/island,03-53S/130-56E,B2,II-46a,p. 388
402,Ceras I.,Karas,eiland/island,03-27S/132-40E,A2,II-1a,p. 234
402,"Cerase, t Dorp",-,plaats/settlement,-,B1LO,I-14,p. 110
402,Cerazani,Shirakami Misaki,kaap/cape,41-23N/140-12E,A2,II-40a,p. 368
402,Cerematta,Sermata,eiland/island,08-13S/128-55E,A2,II-1a,p. 234
402,Cerematte,Sermata,eiland/island,08-13S/128-55E,B1/B2,II-19,p. 314
402,"Ceretale, Pagood",Chertala,gebouw/building,09-41N/76-20E,02-B2,I-22a,p. 126-128
402,Ceribon,Cheribon/Cirebon,plaats/settlement,06-43S/108-34E,B1/2,II-2i,p. 248
402,"Ceribon, Berg",Tjareme/Ciremai,berg/mountain,06-54S/108-25E,B1,II-2i,p. 248
402,Cerij,Eri,plaats/settlement,03-45S/128-08E,A2,II-20,p. 316
402,Cerikotte,-,plaats/settlement,-,04-A2,I-22a,p. 126-128
402,Cerimgapa,Baia de Pemba?,baai/bay,12-56S/40-26E,A2,I-2a,p. 42
402,Cerimietia,-,plaats/settlement,-,B2,I-23a,p. 138
402,Cerimquema,Baia de Memba?,baai/bay,14-10S/40-35E,A2,I-2a,p. 42
402,Ceringapa,Baia de Pemba?,baai/bay,12-56S/40-26E,A2,I-8c,p. 68
402,"Cerir, Cabo",Pointe Lagan,kaap/cape,11-10N/108-43E,A3,II-8,p. 288
402,Cero,-,plaats/settlement,-,B2,II-11a,p. 292
402,Cerou,Seroea/Serua,eiland/island,06-19S/130E,A2,II-1a,p. 234
402,Cerouw,-,-,-,B1,II-19,p. 314
402,Cerumgapa,Baia de Pemba?,baai/bay,12-56S/40-26E,B1,I-8e,p. 72
402,Cerunquema,Baia de Memba?,baai/bay,14-10S/40-35E,A2,I-8c,p. 68
402,Ceylon,-,plaats/settlement,-,B1,II-11a,p. 292
402,Ceylon,Ceylon,eiland/island,07-30N/81E,B2L,I-23u,p. 176
402,Ceylon,Ceylon,eiland/island,07-30N/81E,A2/B2,I-2b,p. 44
402,"Ceylon, Gedeelte van",Ceylon,eiland/island,07-30N/81E,B2-B3,I-21,p. 124
402,"Ceylon, Gedeelte van",Ceylon,eiland/island,07-30N/81E,A3/B3,I-23c,p. 142
402,"Ceylon, Insula",Ceylon,eiland/island,07-30N/81E,A1/B2,I-23b,p. 140
402,"Ceylon, Oostelijk Gedeelte van",Ceylon,eiland/island,07-30N/81E,A1/B1/2L,I-23d,p. 144
402,Ceyt,Said,plaats/settlement,03-36S/128-03E,A1,II-19,p. 314
402,"Chagas, Ils.",Chagos-archipel/Chagos Archipelago,eilanden/islands,06S/72E,B1,I-2b,p. 44
402,Chagos,Chagos-archipel/Chagos Archipelago,eilanden/islands,06S/72E,B2,I-1,p. 40
402,"Chais de Pilor, I. do",Jazireh-ye Qeys?,eiland/island,26-32N/54-00E,B3,I-2a,p. 42
402,"Chakelel Aare, t",-,-,-,01-B2,I-22a,p. 126-128
402,Chaldoro,Caldera Point,kaap/cape,06-57N/121-57E,B2,II-1b,p. 236
402,Cham,Cha-am,plaats/settlement,12-47N/99-58E,A1,II-8,p. 288
402,Cham,Cha-am,plaats/settlement,12-47N/99-58E,B1,II-1b,p. 236
402,Chamara,Tjemara/Cemara,plaats/settlement,06-01S/107-24E,A1,II-2i,p. 248
402,Champello,Culao Cham/Kulao Cham,eiland/island,15-57N/108-31E,B1,II-33a,p. 348
402,Champello,Culao Cham/Kulao Cham,eiland/island,15-57N/108-31E,B1,II-1b,p. 236
402,Champello Falsa,Hon Ong,eiland/island,15-49N/108-41E,B1,II-33a,p. 348
402,Champello Falso,Hon Ong,eiland/island,15-49N/108-41E,B1,II-1b,p. 236
402,Chanchimadere,-,plaats/settlement,-,B3,I-23a,p. 138
402,Changane,Chankanai,plaats/settlement,09-45N/79-57E,A1,I-23r,p. 170
402,Changattarwyl,Sankattharvayal,plaats/settlement,09-33N/80-24E,A2B3,I-23r,p. 170
402,Changevely,-,plaats/settlement,-,A1,I-23r,p. 170
402,Chanlecadde,-,-,-,B2L,I-23d,p. 144
402,Chansimadenaij,-,plaats/settlement,-,B2,I-23b,p. 140
402,"Chaos, I.",Bird Island?,eiland/island,33-50S/26-18E,A1,I-2a,p. 42
402,"Charga, I. de",Khargh/Kharg/Jazireh-ye Khark,eiland/island,29-15N/50-20E,B3,I-2a,p. 42
402,Chassab,al-Khasab,plaats/settlement,26-12N/56-15E,A1L,I-13c,p. 106
402,Chattancheny,-,-,-,B1L,I-23d,p. 144
402,"Chattenat, t",-,eiland/island,-,01-B2/3,I-22a,p. 126-128
402,Chechiam,Tsjekiang/Chekiang/Zhejiang,landstreek/region,29N/120E,B1,II-40a,p. 368
402,Chedansikeere,-,plaats/settlement,-,A3,I-22c,p. 132
402,Chehiri,-,-,-,B3,I-2a,p. 42
402,Cheiro Bamam,Sesostris Bank,ondiepte/shoals,13N/72E,A1,I-2b,p. 44
402,Chekian,Tsjekiang/Chekiang/Zhejiang,landstreek/region,29N/120E,A3,I-1,p. 40
402,Chekiang,Tsjekiang/Chekiang/Zhejiang,landstreek/region,29N/120E,A2,II-1b,p. 236
402,Cheledive,Challitivu,eiland/island,08-07N/81-27E,A1L,I-23d,p. 144
402,Chelintsie,Tjileungsir/Cileungsir,plaats/settlement,06-22S/106-58E,A/B1,II-4a,p. 264
402,"Chella Maja, of Schadelyke Hoek",Tg. Prahoeboesoek/Perahubusuk,kaap/cape,06-11S/107-34E,A1,II-2a,p. 238
402,"Chella Maja, of Schadelyke Hoek",Tjilamaja/Cilamaya,plaats/settlement,06-15S/107-36E,A1,II-2a,p. 238
402,"Cheloor, R.",-,rivier/river,-,B2,II-4b,p. 266
402,Chemchen,Baie Qui-Non/Vung Qui-Nhon?,baai/bay,13-45N/109-14E,B1,II-1b,p. 236
402,Chemcheu,Qui Nhon?,plaats/settlement,13-46N/109-14E,A3,II-8,p. 288
402,"Cheminde, Negery",Tjimindi/Cimindi,plaats/settlement,06-57S/108-30E,A2,II-4b,p. 266
402,"Chengenoer, t",-,plaats/settlement,-,03-A2,I-22a,p. 126-128
402,Chenjatonpatho,-,eiland/island,-,B2,I-23c,p. 142
402,Cheno,Tg. Henapoetih/Henaputih,kaap/cape,03-2S/127-54E,A2,II-20,p. 316
402,"Cheparangban, R.",-,rivier/river,-,B2,II-4b,p. 266
402,Cherale,Cheranallor,plaats/settlement,10-04N/76-17E,01-A3,I-22a,p. 126-128
402,Cherebon,Cheribon/Cirebon,plaats/settlement,06-43S/108-34E,A1,II-1a,p. 234
402,Cherebon Pars,Cheribon/Cirebon,landstreek/region,06-40S/108-30E,A2/3,II-3a,p. 250
402,"Cherebon, t Koninkrijk",Cheribon/Cirebon,landstreek/region,06-40S/108-30E,A2,II-2b,p. 240
402,Cherevene,Saravanai,plaats/settlement,09-39N/79-52E,A1,I-23r,p. 170
402,"Chergatty, t",-,plaats/settlement,-,01-A1,I-22a,p. 126-128
402,Cheribon,-,eiland/island,-,02-B2,II-2f,p. 242
402,Cheribon,Cheribon/Cirebon,plaats/settlement,06-43S/108-34E,A2,II-2a,p. 238
402,Cheribon,Cheribon/Cirebon,plaats/settlement,06-43S/108-34E,A2,II-2b,p. 240
402,Cheribon,Cheribon/Cirebon,plaats/settlement,06-43S/108-34E,A3,II-4a,p. 264
402,Cheribon,Cheribon/Cirebon,plaats/settlement,06-43S/108-34E,A2,II-4b,p. 266
402,Cheribon,Cheribon/Cirebon,plaats/settlement,06-43S/108-34E,B3,I-1,p. 40
402,Cheribon,Cheribon/Cirebon,plaats/settlement,06-43S/108-43E,A1,II-4c,p. 268
402,"Cheribon, Berg",Tjareme/Ciremai,berg/mountain,06-54S/108-25E,A2,II-4b,p. 266
402,"Cheribon, De Berg",Tjareme/Ciremai,berg/mountain,06-54S/108-25E,A2,II-2a,p. 238
402,Chermagatan,-,plaats/settlement,-,02-B2/3,I-22a,p. 126-128
402,Chetandekoede Eripoe,Sittandikudi,plaats/settlement,07-49N/81-33E,B2,I-23b,p. 140
402,Cheth Coulanpatty,Chettukulam,plaats/settlement,08-57N/79-59E,A2,I-23a,p. 138
402,Chetour,Chittoor,plaats/settlement,10-03N/76-16E,01-B3,I-22a,p. 126-128
402,"Chewars, Negery",Tjiware/Ciware,plaats/settlement,07-04S/108-35E,A/B3,II-4b,p. 266
402,Chiale,Chalai,plaats/settlement,09-25N/80-40E,B3,I-23r,p. 170
402,Chialy,Shiyali,plaats/settlement,11-14N/79-44E,A3R,I-25a,p. 180
402,Chiambe,Ammani?,plaats/settlement,10-12N/79-15-30E,A3,I-23c,p. 142
402,Chiampantore,-,plaats/settlement,-,B3,I-23a,p. 138
402,Chiampanture,-,plaats/settlement,-,A1L,I-23d,p. 144
402,Chiangipittij,-,plaats/settlement,-,A/B2,I-23r,p. 170
402,Chiassam,Tjiasem/Ciasem,rivier/river,06-14S/107-42E,A3,II-3a,p. 250
402,Chiassam,Tjiasem/Ciasem,plaats/settlement,06-19S/107-41E,A3,II-3a,p. 250
402,Chiaun,Siauw/Siaoe/Siau,eiland/island,02-43N/125-23E,B2,II-30,p. 342
402,Chiavagachery,Chavakachcheri,plaats/settlement,09-39N/80-09E,A2,I-23r,p. 170
402,Chickock,Sjikokoe/Shikoku,eiland/island,33-45N/133-30E,B2,II-40b,p. 370
402,Chielij,Shalli,eiland/island,09-05N/78-33E,B2,I-23c,p. 142
402,Chies,-,-,-,B3,I-2a,p. 42
402,Chieuw Tajitty,Taiyiddy,plaats/settlement,09-48N/80-03E,A1/2,I-23r,p. 170
402,"Chikasson, Negery",Tjikaso/Cikaso,plaats/settlement,06-56S/108-29E,A2,II-4b,p. 266
402,Chilaom,-,-,-,B3,I-2a,p. 42
402,Chilau,Chilaw,plaats/settlement,07-35N/79-48E,B2,I-23a,p. 138
402,Chilau,Chilaw,plaats/settlement,07-35N/79-48E,A2,I-23b,p. 140
402,Chilau,Chilaw,plaats/settlement,07-35N/79-48E,B2,I-21,p. 124
402,Chilau,Chilaw,plaats/settlement,07-35N/79-48E,B2,I-2b,p. 44
402,Chilauw,Chilaw,plaats/settlement,07-35N/79-48E,B2L,I-23u,p. 176
402,Chiletsie Waycal,-,plaats/settlement,-,A2,I-23r,p. 170
402,Chilimaja,Tjilamaja/Cilamaya,plaats/settlement,06-15S/107-36E,A2,II-3a,p. 250
402,Chilla Maja,Tjilamaja/Cilamaya,plaats/settlement,06-15S/107-36E,A2,II-4a,p. 264
402,Chilla Maja of Schadelyke Hoek,Tg. Prahoeboesoek/Perahubusuk,kaap/cape,06-11S/107-34E,A1/2,II-4a,p. 264
402,Chilla Maya of Schadelijke hoek,Tg. Prahoeboesoek/Perahubusuk,kaap/cape,06-11S/107-34E,A1,II-2i,p. 248
402,Chillali,Sillalai,plaats/settlement,09-46N/79-57E,A1,I-23r,p. 170
402,Chillamaja,Tjilamaja/Cilamaya,plaats/settlement,06-15S/107-36E,A1,II-2i,p. 248
402,Chillevela-coelan,-,plaats/settlement,-,A3,I-23b,p. 140
402,Chillie Quartier,-,plaats/settlement,-,B3,I-23c,p. 142
402,Chillij,Kariya Shulli?,eiland/island,08-57N/78-17E,B2,I-23c,p. 142
402,Chilylatang,Tjililitan/Cililitan,plaats/settlement,06-15S/106-51E,B2,II-3a,p. 250
402,Chimalicoura,Kudremalai Point,kaap/cape,08-32N/79-52-30E,B3,I-23c,p. 142
402,Chimata,Karimata-eilanden/Kepulauan Karimata,eilanden/islands,01-36S/108-55E,A1,II-1a,p. 234
402,"Chimca, Po.",Tjingkoek/Cinkuk Gadang,eiland/island,01-20-30S/100-30-30E,A2,I-1,p. 40
402,Chimeoncoedy,-,plaats/settlement,-,A3R,I-25a,p. 180
402,China,China,landstreek/region,30N/115E,B3RO,II-34c,p. 356
402,China,China,landstreek/region,30N/115E,B1,II-40a,p. 368
402,China,China,landstreek/region,30N/115E,A3,I-1,p. 40
402,China,China,landstreek/region,30N/115E,B1-A3,II-34a,p. 352
402,Chinae Pars orientalis,China,landstreek/region,30N/115E,A1/2,II-37,p. 362
402,Chinansa,-,-,-,B1,II-40a,p. 368
402,"Chinco, Po.",Tjingkoek/Cinkuk Gadang,eiland/island,01-20-30S/100-30-30E,B3,I-2b,p. 44
402,"Chinco, Poulo",Tjingkoek/Cinkuk Gadang,eiland/island,01-20-30S/100-30-30E,A1L,I-36b,p. 218
402,"Chinco, Poulo",Tjingkoek/Cinkuk Gadang,eiland/island,01-20-30S/100-30-30E,A1L,I-36b,p. 218
402,Chindale,Prataparamanpattinam?,plaats/settlement,10-06N/79-13E,A3,I-23c,p. 142
402,"Chingelaty, Pagood",-,gebouw/building,-,02-B2,I-22a,p. 126-128
402,Chinkanauwa,-,plaats/settlement,-,B2,I-23b,p. 140
402,Chinly,-,plaats/settlement,-,A3,I-23b,p. 140
402,Chinne Karveel,Alantalai Shoals,ondiepte/shoals,08-26N/78-10E,B2,I-23c,p. 142
402,Chinnecalette Delle,<Kallar>,fort/fortress,07-29N/81-48E,B2L,I-23d,p. 144
402,Chinnecalette Delle,<Kallar>,fort/fortress,07-29N/81-48E,A3RB,I-23o,p. 164
402,Chinoek,-,plaats/settlement,-,A3,I-23b,p. 140
402,Chioely Moerugeijpaar,-,rif/reef,09-07N/79E,B2,I-23c,p. 142
402,"Chioga, R.",-,rivier/river,-,B3,II-4b,p. 266
402,"Chiolang, R.",Tjidjoelang/Cijulang,rivier/river,07-20S/108-34E,B3,II-4b,p. 266
402,"Chiolang, R.",Tjidjoelang/Cijulang,rivier/river,07-20S/108-34E,B3,II-4b,p. 266
402,"Chiolang, R.",Tjidjoelang/Cijulang,rivier/river,07-20S/108-34E,B2,II-4b,p. 266
402,Chiratenmarao,-,plaats/settlement,-,B2,I-23r,p. 170
402,"Chirioen, R.",Tjirioen/Ciriun,rivier/river,07-19S/108-17E,B2,II-4b,p. 266
402,Chirupittij,Chiruppiddy,plaats/settlement,09-44N/80-06E,A2,I-23r,p. 170
402,Chiruvalaon,Siruvilan,plaats/settlement,09-47N/80-00E,A1,I-23r,p. 170
402,Chistans,-,plaats/settlement,-,02-B3,I-22a,p. 126-128
402,"Chittys Quart.r, t",-,plaats/settlement,-,B2,I-23r,p. 170
402,Chobot,-,plaats/settlement,-,B2,II-3a,p. 250
402,"Chobot, Rivier van",-,rivier/river,-,B3,II-3a,p. 250
402,Chorampattoe,Soranpattu,plaats/settlement,09-34N/80-21E,A2,I-23r,p. 170
402,Chorroecammende,-,plaats/settlement,-,B2L,I-23d,p. 144
402,Choul,Chaul,plaats/settlement,18-32N/72-55E,B2/3L,I-15,p. 112
402,Choul,Chaul,plaats/settlement,18-32N/72-55E,A1,I-2b,p. 44
402,"Christavao, I. do",Mashabih Island?,eiland/island,25-38N/36-30E,A3,I-2a,p. 42
402,"Christoffel, Rio de St.",Keiskamma,rivier/river,33-19S/27-27E,B2,I-7,p. 62
402,"Christofofel, Rio de St.",Keiskamma,rivier/river,33-19S/27-27E,B2/3,I-3a,p. 46
402,"Christouaun, St.",Grande Comore/Njazidja,eiland/island,11-40S/43-18E,B1,I-9,p. 78
402,"Christovano, R. St.",Keiskamma,rivier/river,33-19S/27-27E,A1,I-2a,p. 42
402,Chulam,-,plaats/settlement,-,B2,I-23b,p. 140
402,Chulivoran,Chulipuram,plaats/settlement,09-46N/79-56E,A1,I-23r,p. 170
402,Chumocha,Agrihan?,eiland/island,18-48N/145-40E,B3,II-31,p. 344
402,Chunagaon,Chunnakam,plaats/settlement,09-44N/80-02E,A1,I-23r,p. 170
402,Churivel,Suruvil,plaats/settlement,09-39N/79-52E,A1,I-23r,p. 170
402,"Cicoco, t Eylt.",Kioesjoe/Kyushu,eiland/island,33N/131E,A2,II-1b,p. 236
402,Cidad Tanaij,Tavoy,plaats/settlement,14-06N/98-11E,A3,I-31,p. 212
402,Cidad Tawaij,Tavoy,plaats/settlement,14-06N/98-11E,A3,I-2b,p. 44
402,Cidado de Judda,Djeddah/Jeddah,plaats/settlement,21-30N/39-08E,A3,I-2a,p. 42
402,Cidenre,Sidenre,plaats/settlement,05-40S/119-44E,B3,II-11a,p. 292
402,Cidenre,Sidenrengridjang/Sidenrengrijang,plaats/settlement,03-57S/119-50E,B1,II-11a,p. 292
402,Ciebie,Sibi,plaats/settlement,26-12-29N/56-25-04E,A1L,I-13c,p. 106
402,Cigeere,-,plaats/settlement,-,A3,II-11a,p. 292
402,Cihoko,Kioesjoe/Kyushu,eiland/island,33N/131E,A3,I-1,p. 40
402,"Cikajang, R.",Tjigajam/Cigayam?,rivier/river,07-19S/108-16E,B2,II-4b,p. 266
402,Cikoco,Kioesjoe/Kyushu,eiland/island,33N/131E,B2,II-40a,p. 368
402,Cikoko,Kioesjoe/Kyushu,eiland/island,33N/131E,A3,II-36,p. 360
402,Cikoko,Kioesjoe/Kyushu,eiland/island,33N/131E,A2,II-31,p. 344
402,Ciloka,-,plaats/settlement,04-03S/119-49E,B1,II-11a,p. 292
402,Cimbangang,-,plaats/settlement,-,B2/3,II-4a,p. 264
402,"Cinchieu, Berg van",Taiwu Shan,berg/mountain,24-20N/118-04E,B2,II-34a,p. 352
402,"Cinchieu, R.",Xi Xi/Jiulong Jiang,rivier/river,24-28N/117-54E,B2,II-34a,p. 352
402,"Cinchieu, R.",Xi Xi/Jiulong Jiang,rivier/river,24-28N/117-54E,A2,II-1b,p. 236
402,"Cinchieuw, R.",Xi Xi/Jiulong Jiang,rivier/river,24-28N/117-54E,B2RO,II-34c,p. 356
402,"Cinchieuw, Rivier",Xi Xi/Jiulong Jiang,rivier/river,24-28N/117-54E,A2/3RB,II-34c,p. 356
402,Cinningsiu,Jinning,plaats/settlement,35-23N/116-34E,A/B2R,II-38,p. 364
402,Cinningfiu,Jinning,plaats/settlement,35-23N/116-34E,A/B2R,II-38,p. 364
402,"Cinrana, De Stad",Tjenranabone/Tjenrana/Cenrana,plaats/settlement,04-20S/120-20E,A1,II-11b,p. 294
402,Cinroe,Biaro/Biaru,eiland/island,02-06N/125-22E,B2,II-30,p. 342
402,"Circon, Q.",Mae Nam Sakom,rivier/river,06-56N/100-48E,B1,II-8,p. 288
402,Cirebon,Cheribon/Cirebon,plaats/settlement,06-43S/108-34E,B2/3RO,II-4d,p. 270
402,Ciskosima,Shodo Shima,eiland/island,34-30N/134-15E,B2,II-40b,p. 370
402,Cisse,Kisar,eiland/island,08-05S/127-10E,B1,II-19,p. 314
402,"Citanda, R.",Tjitandoej/Citanduy,rivier/river,07-40S/108-47E,B2,II-4b,p. 266
402,"Ciuitat de Torea, Po.",<Thuy Hoa>,plaats/settlement,13-05N/109-18E,B1,II-1b,p. 236
402,Clalyture,Kilali,plaats/settlement,09-37N/80-16E,A2,I-23r,p. 170
402,Clapmus,Baboea/Babua,eiland/island,01-01N/127-28E,A2,II-28,p. 338
402,Clapmuts,Batoesori/Batusori,eiland/island,05-21S/122-39E,B2,II-17a,p. 304
402,Clappers E.,Klapper-eiland/Deli,eiland/island,07-00S/105-32E,B3,I-2b,p. 44
402,Clappers Eyl.,Klapper-eiland/Deli,eiland/island,07-00S/105-32E,A1,II-2a,p. 238
402,Clappers Eylanden,Two Cocos Islands/Ilot des Deux Cocos,eilanden/islands,20-26S/57-42E,B2,I-11,p. 96
402,Clappers Eylanden,Two Cocos Islands/Ilot des Deux Cocos,eilanden/islands,20-26S/57-42E,A/B1,I-11,p. 96
402,Clappers Eylt,Hoeha/Bangkil,eiland/island,01-03N/123-07E,B2,II-30,p. 342
402,Clappersbay,<Koepakoepa/Kapakupa>,plaats/settlement,01-37N/127-59E,A2,II-28,p. 338
402,Clappersspruyt,-,rivier/river,00-29S/128-05E,B2,II-28,p. 338
402,Clappus Eylt,Klapper-eiland/Deli,eiland/island,07-00S/105-32E,A1,II-1a,p. 234
402,"Clara, I. de",Jazireh-ye Lavan,eiland/island,26-28N/53-15E,B3,I-2a,p. 42
402,"Clare H., De",Tg. Bebeli,kaap/cape,00-27-30N/127-55-30E,B2,II-28,p. 338
402,"Clavet, Eylen. van",Batan Islands,eilanden/islands,13-15N/124E,B2,II-31,p. 344
402,"Claving, De Rivier",Klawing/Kelawing,rivier/river,07-26S/109-20E,B1,II-5d,p. 278
402,"Clavingh, F. de rivier",Klawing/Kelawing,rivier/river,07-26S/109-20E,B2,II-5d,p. 278
402,Clenotty,-,plaats/settlement,-,01-B2,I-22a,p. 126-128
402,"Clip, C. de",Tg. Berikat,kaap/cape,02-35S/106-50E,A1,II-1a,p. 234
402,"Clypenburg, Hoek",-,kaap/cape,-,A3,II-46b,p. 390
402,Co Batsetti,-,plaats/settlement,-,A1,I-2b,p. 44
402,"Coa, Po.",Kowa,eiland/island,08-50-30S/121-40E,A2,II-14,p. 300
402,Coaeldanga,-,-,-,B2,I-27,p. 202
402,Coameer,-,plaats/settlement,-,A1,II-6,p. 284
402,"Coanchieu, Bay van",Quanzhou Wan,baai/bay,24-50N/118-40E,B2,II-34a,p. 352
402,"Coanchieu, R. van",Jin Jiang,rivier/river,24-52N/118-36E,B2,II-34a,p. 352
402,Coaria,-,-,-,A2,II-20,p. 316
402,Cobano van Tippeleeuno,Tepeleu,plaats/settlement,00-18N/128-44E,A1,II-46b,p. 390
402,Cobigamma,-,plaats/settlement,-,B2,I-23a,p. 138
402,"Coboe, R.",Kobe,rivier/river,00-26N/127-54E,A1,II-46a,p. 388
402,"Coboe, R.",Kobe,rivier/river,00-26N/127-54E,A1,II-46b,p. 390
402,"Cobol, R.",<Tg. Koboel/Kobul>,rivier/river,00-38N/128-20E,A1,II-46b,p. 390
402,"Cochim de Sina, Pagood",-,gebouw/building,-,01-B3,I-22a,p. 126-128
402,"Cochy, Negery",<Teloek/Teluk Kokka>,plaats/settlement,00-27N/128-08E,A1,II-46b,p. 390
402,Cocique,Shimo Koshiki Shima,eiland/island,31-40N/129-42E,A3,II-36,p. 360
402,"Cockij, Neg.",<Teloek/Teluk Kokka>,plaats/settlement,00-27N/128-08E,A1,II-46a,p. 388
402,"Cocodril, Plo.",-,eiland/island,25-58N/119-57E,A2/3,II-34a,p. 352
402,Cocombe,-,plaats/settlement,-,B3,I-9,p. 78
402,Cocora,Kokura,plaats/settlement,33-52N/130-53E,B1,II-40b,p. 370
402,Cocoura,Kokura,plaats/settlement,33-52N/130-53E,B2,II-40a,p. 368
402,Cocovil,Kokkuvil,plaats/settlement,09-41N/80-02E,A1,I-23r,p. 170
402,Cocus Eylt.,Kokos-eilanden/Selaut Besar,eilanden/islands,02-58N/95-24E,B3,I-2b,p. 44
402,Cocus Eylt.,Great Coco Island,eiland/island,14-08N/93-22E,A3,I-2b,p. 44
402,Cocus Eylt.,Njangnjang/Masokoet/Nyangnyang/Masokut?,eiland/island,01-50S/99-20E,B3,I-2b,p. 44
402,Cocus Eylt.,Tinopo/Taitaitanopo,eiland/island,03-10S/100-30E,B3,I-2b,p. 44
402,Codaropoe,Kudarappu,plaats/settlement,09-40N/80-19E,A2,I-23r,p. 170
402,"Coeba, Negery",Soebang/Subang,plaats/settlement,07-08S/108-32E,B2,II-4b,p. 266
402,Coedanep,Kudarappu,plaats/settlement,09-40N/80-19E,A2,I-23a,p. 138
402,Coediripoeriny,Kaddaiparichchan,plaats/settlement,08-27N/81-17E,B2,I-23b,p. 140
402,Coedremale,<Kudremalai Point>,kaap/cape,08-32N/79-52-30E,A2,I-23a,p. 138
402,Coel Camsienoer,Kanjanor,plaats/settlement,11-01N/79-29E,A3R,I-25a,p. 180
402,"Coelangh, Caap",Tg. Aipoeti/Aiputih,kaap/cape,03-20S/128-02E,B3RO,II-22,p. 320
402,Coele,-,plaats/settlement,-,B3,II-3b,p. 252
402,Coeloteuwemoele,-,plaats/settlement,-,A2,I-23r,p. 170
402,"Coemene, De Hooge Sandhoek",Illukariya Point,kaap/cape,06-30N/81-42E,B1,I-23b,p. 140
402,Coenare,Champavati/Nellimarla,rivier/river,18-00N/83-34E,B2,I-24,p. 178
402,"Coenare, R.",Champavati/Nellimarla,rivier/river,18-00N/83-34E,A2,I-2b,p. 44
402,Coenbelgame,Kumbalgama,plaats/settlement,05-57N/80-24E,B2,I-23a,p. 138
402,Coen’s Hoek,-,kaap/cape,-,B2,II-2a,p. 238
402,Coepa-Coelan,-,plaats/settlement,-,A2,I-23b,p. 140
402,"Coepangh, De",-,plaats/settlement,13-25N/80-18E,A3,I-25i,p. 196
402,Coepelaon,-,plaats/settlement,-,A1/2,I-23r,p. 170
402,Coepianda Curitche,-,plaats/settlement,-,A2,I-23r,p. 170
402,Coerange,Koehanga/Kuhanga,rivier en plaats/river and settlement,00-52N/123-34E,B2,II-30,p. 342
402,Coerayrumpaar,-,eiland/island,-,B2,I-23c,p. 142
402,Coerenamepatte,-,plaats/settlement,-,A2,I-23a,p. 138
402,Coerengotoere,-,plaats/settlement,-,A2,I-23a,p. 138
402,Coericattuvan,Kurikadduwan,eiland/island,09-35N/79-49E,A1,I-23r,p. 170
402,Coes Coesberg,Tarakan Itji/Ici,berg/mountain,01-51N/127-49E,A2,II-28,p. 338
402,Coescoesvelk,-,-,-,A1,II-28,p. 338
402,Coeterare,-,plaats/settlement,-,02-A3,I-22a,p. 126-128
402,Coetewele,Cottuvally,plaats/settlement,10-05N/76-15E,01-B2,I-22a,p. 126-128
402,Coety,Balikpapanbaai/Teluk Balikpapan,rivier/river,01-10S/116-46E,A2,II-10,p. 290
402,Coeway,Meloekoeai/Melukuai,plaats/settlement,07-04S/128-37E,B1,II-19,p. 314
402,Coholawijle,Kolavil,plaats/settlement,07-12N/81-51E,B3,I-23a,p. 138
402,Coilan,Quilon/Kollam,plaats/settlement,08-53N/76-35E,B2,I-21,p. 124
402,"Coilan de Sima, Pagood",-,gebouw/building,-,04-A2,I-22a,p. 126-128
402,"Coilan, De Fortresse",<Quilon/Kollam>,fort/fortress,08-53N/76-35E,04-A2,I-22a,p. 126-128
402,Coilang,Quilon/Kollam,plaats/settlement,08-53N/76-35E,A2,I-1,p. 40
402,Coilang,Quilon/Kollam,plaats/settlement,08-53N/76-35E,B1/2,I-2b,p. 44
402,"Coilang, De Revier van",Kollam Lagoon,rivier/river,08-55N/76-32E,04-B1/2,I-22a,p. 126-128
402,Coilwyl,Koyilvayal,plaats/settlement,09-34N/80-26E,A3,I-23r,p. 170
402,Cojo,Cuyo Islands,eilanden/islands,11N/121-10E,B2,II-1b,p. 236
402,Cojoearang,-,plaats/settlement,-,B2,II-11a,p. 292
402,Colang,Gaolan Dao/Kao-lan,eiland/island,21-54N/113-15E,A3,II-33a,p. 348
402,Colangerij,-,plaats/settlement,-,03-B1,I-22a,p. 126-128
